weight,quality,color,clarity,depth_percent,table_percent,price,volume
1.0,Premium,F,VVS2,0.612,0.6,9.036,160.811728
0.3,Fair,G,VS1,0.644,0.61,6.512,46.999680000000005
0.7,Ideal,I,SI1,0.612,0.55,7.759,115.442496
1.14,Premium,H,VS2,0.617,0.6,8.689,186.117012
1.5,Premium,G,SI1,0.627,0.58,9.219,239.48652
0.92,Premium,E,SI2,0.617,0.59,8.279,148.79462399999997
0.54,Very Good,H,SI1,0.616,0.56,7.119,87.90728800000001
0.5,Premium,E,SI2,0.595,0.59,7.051,82.48363200000001
0.53,Ideal,G,VS1,0.618,0.55,7.503,86.62955399999998
0.71,Ideal,D,VS2,0.627,0.57,8.075,117.66225
0.9,Good,G,SI1,0.625,0.62,8.296,139.409844
1.12,Ideal,H,SI1,0.609,0.57,8.669,184.42219
0.9,Good,E,SI2,0.634,0.6,8.132,139.95356199999998
1.1,Ideal,H,SI2,0.626,0.56,8.438,180.87867000000003
0.41,Good,F,VS2,0.632,0.57,6.76,67.6872
0.34,Ideal,F,IF,0.617,0.55,7.151,56.419544
1.31,Premium,I,VS2,0.624,0.61,8.842,208.54146000000003
0.54,Good,G,VS1,0.59,0.62,7.402,87.31008000000001
1.01,Premium,F,SI2,0.618,0.59,8.296,158.957103
0.4,Very Good,H,SI1,0.626,0.57,6.501,64.17286
1.72,Very Good,E,VS2,0.634,0.56,9.829,278.39115000000004
0.53,Very Good,E,IF,0.598,0.6,7.841,89.82864000000001
0.5,Ideal,D,SI1,0.619,0.57,7.411,80.713072
1.6,Ideal,G,VS2,0.619,0.56,9.616,260.995824
0.3,Ideal,G,VS2,0.63,0.55,6.515,50.107629
0.4,Ideal,E,VS1,0.616,0.56,7.026,66.24554200000001
0.39,Ideal,F,VS2,0.5920000000000001,0.58,6.759,65.29671199999999
1.09,Ideal,D,SI1,0.627,0.56,8.721,177.83774
0.42,Very Good,G,SI1,0.629,0.54,6.603,69.58049799999999
0.76,Good,E,SI1,0.637,0.54,7.933,124.6752
0.7,Very Good,E,SI1,0.626,0.58,7.714,114.12824
1.02,Good,H,SI1,0.639,0.55,8.425,166.33344
1.02,Ideal,F,VS2,0.626,0.57,8.94,166.87424
1.0,Premium,I,SI2,0.616,0.59,8.237,159.71284200000002
1.14,Ideal,F,VVS2,0.627,0.55,9.139,184.3974
0.41,Ideal,G,VVS1,0.615,0.57,7.024,68.10901000000001
1.0,Premium,F,SI2,0.599,0.61,8.374,160.08655199999998
0.3,Premium,D,VVS2,0.607,0.59,6.856,49.423486
1.51,Very Good,H,VS2,0.63,0.57,9.242,242.3965
0.53,Ideal,E,VS2,0.614,0.55,7.442,87.02592000000001
1.01,Ideal,H,SI1,0.612,0.56,8.642,164.58386000000002
1.52,Premium,H,SI1,0.612,0.58,9.056,255.681903
0.5,Very Good,H,VS1,0.625,0.59,7.265,79.286256
0.73,Ideal,H,IF,0.616,0.55,8.125,120.84648
1.86,Very Good,J,VS2,0.625,0.55,9.287,302.94209
0.71,Ideal,H,VS1,0.622,0.57,7.847,114.808572
1.72,Premium,H,SI2,0.598,0.59,9.283,279.048672
1.21,Premium,G,VS1,0.595,0.58,9.043,203.256352
1.06,Ideal,I,VS2,0.603,0.57,8.615,176.530626
0.53,Ideal,F,SI1,0.629,0.57,7.217,86.70025
0.6,Very Good,D,SI1,0.6,0.56,7.518,98.978334
0.32,Ideal,D,SI2,0.598,0.57,6.417,52.003600000000006
0.9,Good,I,SI2,0.64,0.55,7.825,143.795795
0.54,Ideal,F,VS1,0.609,0.56,7.569,89.48934299999999
1.02,Ideal,D,VS1,0.627,0.55,8.87,167.80544
0.54,Ideal,F,VS1,0.618,0.54,7.452,89.7481
0.43,Premium,F,SI1,0.629,0.6,6.924,68.91695999999999
1.22,Very Good,G,SI2,0.632,0.58,8.765,197.782728
1.06,Premium,F,SI1,0.624,0.58,8.489,173.811792
0.51,Ideal,D,SI2,0.611,0.56,7.215,84.463008
1.53,Ideal,I,SI2,0.613,0.59,8.995,248.945452
1.02,Ideal,G,VS2,0.623,0.55,8.802,168.43788000000004
1.22,Very Good,J,SI1,0.622,0.59,8.523,194.27192
1.02,Good,I,SI2,0.636,0.56,8.257,165.51808
0.9,Good,G,VS1,0.636,0.58,8.421,144.610704
0.61,Ideal,J,VS1,0.611,0.56,7.358,99.45244800000002
0.81,Ideal,F,SI1,0.618,0.55,8.008,134.8128
0.39,Good,F,VS2,0.633,0.55,6.669,63.432852
0.71,Premium,F,IF,0.611,0.58,8.183,116.77951999999998
0.41,Ideal,G,IF,0.624,0.54,7.22,67.29188400000001
0.7,Ideal,E,SI1,0.62,0.56,7.989,114.28727999999998
1.11,Good,I,VS2,0.636,0.58,8.528,178.199424
0.9,Very Good,F,VS2,0.623,0.59,8.486,143.54032
0.9,Good,D,SI2,0.623,0.58,8.244,145.66463999999996
1.56,Ideal,H,SI2,0.624,0.55,9.114,256.486208
0.92,Ideal,J,VS1,0.62,0.55,8.157,151.804224
1.54,Very Good,G,SI2,0.615,0.61,9.083,247.59798
0.3,Ideal,F,VS1,0.61,0.56,6.594,50.56527
0.41,Premium,E,VVS1,0.622,0.58,7.22,67.0662
0.35,Premium,G,VS1,0.615,0.58,6.56,56.7954
1.01,Premium,H,VS2,0.623,0.58,8.392,163.67778000000004
0.31,Ideal,D,VVS2,0.619,0.56,6.89,51.989453
1.04,Ideal,F,SI2,0.618,0.56,8.44,170.366394
0.3,Ideal,F,SI1,0.614,0.55,6.31,49.56931
0.7,Very Good,D,VS2,0.631,0.56,8.001,114.160746
0.3,Ideal,G,SI1,0.623,0.56,6.168,49.02386999999999
1.05,Ideal,H,SI2,0.612,0.57,8.374,173.25637199999997
0.35,Premium,G,VS1,0.612,0.58,6.56,56.716858
1.42,Very Good,G,VS1,0.627,0.55,9.346,228.38457600000004
0.42,Good,F,SI1,0.633,0.56,6.582,68.71255000000001
1.0,Very Good,F,SI2,0.629,0.59,8.303,159.21034799999998
0.3,Very Good,D,SI1,0.626,0.59,6.165,48.045984
1.21,Very Good,G,VVS2,0.629,0.59,9.144,189.997904
1.2,Premium,G,VS2,0.616,0.59,8.944,196.390185
0.37,Ideal,F,VS2,0.611,0.57,6.615,61.406764
0.7,Good,H,SI1,0.637,0.57,7.781,110.33613
2.0,Very Good,G,SI1,0.625,0.58,9.808,321.437592
0.72,Ideal,E,SI1,0.598,0.57,7.725,121.906752
0.3,Ideal,E,VS1,0.619,0.58,6.542,48.54349499999999
1.07,Premium,I,SI1,0.612,0.58,8.325,174.74483
1.2,Ideal,D,SI2,0.602,0.57,8.723,198.342144
0.41,Ideal,D,SI1,0.605,0.57,6.612,68.11921999999998
1.61,Premium,H,SI1,0.608,0.56,9.321,266.499156
0.3,Good,D,VVS1,0.633,0.61,6.715,47.54816100000001
0.3,Ideal,H,VS1,0.624,0.55,6.301,50.62176
0.32,Premium,J,SI1,0.63,0.58,6.174,51.30215999999999
1.03,Ideal,H,VS1,0.615,0.57,8.492,166.60479
1.0,Premium,F,SI2,0.616,0.58,8.407,161.12236
0.36,Very Good,E,VVS1,0.614,0.56,7.039,60.14316
0.52,Ideal,D,VS2,0.618,0.57,7.469,85.86240000000001
0.32,Ideal,D,VS2,0.61,0.57,6.631,53.422772
1.6,Ideal,G,VS2,0.622,0.55,9.58,260.1675
0.52,Ideal,E,VS2,0.623,0.53,7.345,86.83532
0.31,Ideal,H,VVS1,0.616,0.55,6.81,51.25256999999999
1.04,Ideal,F,I1,0.616,0.57,8.221,168.2184
0.56,Ideal,H,VS2,0.609,0.57,7.236,92.6744
1.01,Good,E,VS2,0.634,0.56,8.692,163.01148500000002
0.36,Ideal,G,VS1,0.613,0.56,6.615,60.40351999999999
0.35,Premium,E,SI1,0.619,0.58,6.669,56.622492
1.66,Premium,I,SI2,0.6,0.59,8.577,263.03356799999995
0.25,Ideal,F,VS2,0.617,0.56,6.282,41.107000000000006
1.21,Premium,F,VS1,0.626,0.59,9.212,195.6513
0.36,Ideal,E,VVS1,0.614,0.57,6.95,54.331616
0.38,Ideal,D,VS2,0.62,0.56,6.838,62.75692799999999
0.26,Premium,F,VS1,0.595,0.58,6.363,44.099
0.23,Ideal,E,VS2,0.617,0.55,6.306,39.1632
0.75,Very Good,H,VS1,0.593,0.59,7.829,123.9744
0.55,Premium,E,SI1,0.624,0.5760000000000001,7.396,90.299088
1.27,Ideal,G,VVS1,0.617,0.56,9.306,208.5801
0.32,Good,E,SI1,0.633,0.56,6.33,51.91725
0.34,Very Good,H,VVS1,0.632,0.58,6.903,54.9486
1.51,Premium,H,VS2,0.602,0.6,9.344,238.12971
1.19,Ideal,J,SI1,0.62,0.56,8.451,193.81156
0.57,Ideal,F,VS1,0.614,0.55,7.633,95.69405999999998
1.57,Ideal,G,VVS2,0.623,0.56,9.625,257.180352
1.5,Premium,D,SI1,0.624,0.58,9.398,241.803835
0.7,Ideal,I,VS1,0.624,0.56,7.782,113.806752
0.67,Premium,G,SI1,0.605,0.6,7.557,110.26935500000002
1.62,Premium,F,SI1,0.601,0.58,9.37,264.656469
0.71,Ideal,D,VS2,0.625,0.55,8.059,117.335932
0.41,Premium,E,SI2,0.613,0.57,6.775,68.250315
1.05,Ideal,I,SI1,0.621,0.59,8.415,169.48165
1.04,Ideal,H,SI2,0.607,0.57,8.408,164.507049
0.9,Very Good,G,VS2,0.588,0.61,8.389,146.3868
0.31,Good,G,VVS2,0.631,0.57,6.561,50.526720000000005
0.4,Ideal,D,VS2,0.617,0.56,7.066,65.328576
0.74,Ideal,E,SI2,0.619,0.56,7.81,121.7304
1.08,Premium,E,SI2,0.608,0.59,8.446,174.408534
0.4,Ideal,E,VS2,0.626,0.56,6.855,64.173739
0.32,Ideal,F,VVS2,0.621,0.54,6.667,53.8461
1.34,Premium,G,SI2,0.617,0.58,8.792,217.93024
0.9,Ideal,F,SI1,0.622,0.55,8.387,147.27636
0.81,Premium,I,VVS2,0.629,0.59,8.034,128.91508
1.15,Ideal,H,SI2,0.605,0.56,8.37,191.81372
1.1,Ideal,H,SI1,0.622,0.55,8.637,182.088396
0.4,Very Good,H,VVS2,0.597,0.57,6.782,67.699695
1.02,Fair,G,VVS2,0.6459999999999999,0.59,8.815,161.537893
1.01,Very Good,D,SI2,0.605,0.58,8.476,164.346
0.91,Very Good,E,VS2,0.594,0.59,8.475,150.65568
1.05,Premium,H,VS2,0.627,0.59,8.607,169.009335
1.6,Premium,G,SI1,0.624,0.61,9.323,254.56666
0.53,Ideal,F,SI1,0.615,0.56,7.402,87.46608
1.2,Very Good,F,SI2,0.622,0.62,8.565,190.05421
0.32,Ideal,G,VVS2,0.624,0.56,6.593,53.482
0.71,Ideal,F,VS1,0.621,0.55,7.951,118.015632
1.15,Ideal,H,SI2,0.62,0.57,8.483,187.0128
1.5,Premium,D,SI1,0.621,0.6,9.381,236.5272
1.53,Ideal,J,VS2,0.614,0.58,8.929,247.93167
0.52,Premium,E,VS2,0.609,0.58,7.406,85.11776
0.81,Ideal,F,SI1,0.612,0.57,8.054,133.94699999999995
0.52,Premium,D,SI2,0.617,0.56,7.233,84.504684
0.52,Ideal,E,VS2,0.615,0.56,7.473,84.997584
0.9,Good,E,IF,0.636,0.56,8.825,141.979292
0.37,Ideal,E,SI1,0.614,0.56,6.407,60.7476
0.38,Ideal,G,IF,0.62,0.54,7.026,63.5158
0.35,Ideal,D,VS2,0.609,0.57,6.969,56.63657999999999
1.24,Ideal,G,SI2,0.614,0.56,8.616,206.247832
0.24,Ideal,F,VVS2,0.617,0.59,6.265,40.077544
0.32,Ideal,G,VS1,0.621,0.55,6.719,52.732134
1.34,Very Good,J,SI2,0.623,0.61,8.663,214.735245
0.4,Ideal,I,VVS1,0.623,0.537,6.768,65.99976000000001
1.09,Good,H,SI1,0.636,0.56,8.501,178.201088
0.31,Ideal,D,VS2,0.612,0.55,6.599,51.958426
0.41,Ideal,H,VVS2,0.625,0.56,6.868,67.151106
0.34,Premium,H,VVS2,0.614,0.58,6.78,55.1925
1.02,Premium,F,SI2,0.63,0.58,8.352,165.992288
0.48,Good,F,VS1,0.59,0.609,7.246,79.16477
1.23,Premium,G,VS1,0.598,0.57,9.167,202.872168
1.16,Premium,D,I1,0.618,0.59,8.219,191.014296
0.28,Very Good,H,VS1,0.631,0.55,6.061,46.23696
1.1,Ideal,G,VS1,0.615,0.57,8.851,179.61384
0.58,Ideal,H,IF,0.602,0.56,7.711,97.24478399999998
0.77,Very Good,I,VS2,0.602,0.59,7.857,125.532981
0.5,Premium,E,VS2,0.626,0.58,7.352,82.80729600000001
1.23,Very Good,G,SI2,0.608,0.59,8.525,201.884656
0.42,Ideal,D,SI1,0.62,0.55,6.947,70.13159999999999
0.24,Very Good,H,VVS2,0.607,0.58,6.068,40.449288
1.63,Very Good,H,VVS1,0.591,0.58,9.489,276.369408
0.4,Ideal,F,VVS1,0.615,0.56,7.095,65.881332
0.7,Ideal,E,VVS2,0.616,0.56,8.344,116.1017
1.2,Very Good,I,VS2,0.621,0.6,8.697,190.903104
0.59,Premium,H,VVS2,0.623,0.55,7.542,96.77681
0.52,Ideal,F,VS2,0.615,0.56,7.591,86.52768000000002
1.01,Very Good,E,SI1,0.619,0.56,8.659,159.866682
0.35,Ideal,E,VS2,0.62,0.55,6.642,57.663448
0.76,Ideal,E,SI1,0.617,0.57,7.989,124.519312
1.12,Premium,G,SI1,0.601,0.58,8.563,189.397266
1.14,Premium,E,VVS2,0.597,0.58,9.254,193.50073
1.52,Very Good,F,VS2,0.609,0.56,9.489,247.631472
0.41,Ideal,F,IF,0.623,0.55,7.272,68.88840400000002
0.24,Ideal,G,VS1,0.623,0.57,6.078,39.939102000000005
0.72,Premium,G,VVS2,0.616,0.58,7.908,119.887026
0.71,Very Good,F,VS2,0.596,0.56,8.004,119.843808
0.38,Ideal,G,VVS1,0.616,0.57,6.973,63.56410500000001
0.91,Good,J,VS2,0.613,0.61,8.099,147.16125
0.31,Ideal,G,IF,0.612,0.55,6.792,52.509600000000006
0.38,Premium,F,SI1,0.604,0.58,6.8,62.73446399999999
1.01,Premium,E,VS2,0.63,0.6,8.754,160.12668
0.37,Very Good,E,VS1,0.62,0.56,6.83,60.779862
0.56,Very Good,E,VS2,0.611,0.57,7.479,93.768558
0.52,Very Good,H,SI1,0.626,0.55,7.013,85.06982400000001
0.34,Ideal,H,SI1,0.626,0.56,6.194,55.94624
0.38,Ideal,G,VVS1,0.612,0.54,6.855,63.753984
1.23,Ideal,J,VS1,0.622,0.55,8.716,199.597188
1.1,Premium,D,VS2,0.6,0.59,8.734,175.20756
0.81,Good,D,SI1,0.639,0.58,8.064,129.43125
0.43,Premium,F,VS1,0.599,0.58,6.962,70.87663799999999
1.5,Very Good,G,SI1,0.636,0.58,9.272,238.912254
1.5,Ideal,H,SI2,0.624,0.57,9.116,243.666792
0.32,Ideal,E,SI1,0.622,0.54,6.246,52.61256
1.57,Very Good,J,VS2,0.62,0.58,9.052,258.01138000000003
0.35,Ideal,H,IF,0.617,0.54,6.756,57.7122
0.91,Very Good,F,SI2,0.609,0.58,8.307,147.9568
1.22,Ideal,H,SI1,0.618,0.57,8.803,197.902665
1.17,Ideal,I,SI1,0.6,0.59,8.535,192.567474
0.31,Good,G,IF,0.639,0.58,6.829,50.30914
0.3,Ideal,F,VVS2,0.611,0.57,6.601,49.26768
0.29,Ideal,F,VS1,0.616,0.56,6.319,48.471984
1.12,Ideal,F,VS2,0.609,0.55,8.833,183.147528
0.43,Premium,G,VVS1,0.603,0.58,7.142,70.53951500000001
0.33,Ideal,F,VVS1,0.618,0.53,6.78,56.169344
0.43,Ideal,H,SI1,0.616,0.55,6.823,71.82763
0.3,Very Good,G,VS1,0.621,0.55,6.372,49.252956
1.01,Ideal,F,VS2,0.61,0.56,8.642,162.39104000000003
1.01,Very Good,I,I1,0.631,0.57,7.971,163.11752999999996
0.52,Ideal,G,SI1,0.624,0.55,7.189,85.73411000000002
1.03,Ideal,D,IF,0.62,0.56,9.775,169.99346000000003
1.24,Very Good,E,VS1,0.599,0.61,9.23,203.358672
0.54,Ideal,G,VS1,0.618,0.54,7.521,88.349544
0.88,Ideal,F,SI2,0.622,0.56,8.194,144.009034
0.51,Premium,G,SI2,0.599,0.6,6.912,79.742988
1.01,Ideal,G,VS2,0.626,0.56,8.849,165.947208
0.33,Ideal,G,VVS2,0.601,0.57,6.872,54.55296000000001
0.52,Ideal,F,VS1,0.625,0.57,7.37,85.401162
1.17,Ideal,H,SI2,0.623,0.57,8.521,192.385212
0.8,Ideal,F,VS2,0.614,0.56,8.48,132.2592
0.25,Very Good,E,VS1,0.599,0.56,6.078,42.02705
0.34,Very Good,G,VVS2,0.612,0.59,6.653,54.991800000000005
1.8,Ideal,D,SI2,0.629,0.54,8.97,293.482224
0.3,Very Good,H,VVS2,0.62,0.56,6.326,48.954640000000005
0.42,Ideal,G,VS2,0.608,0.57,6.742,68.72838
0.32,Very Good,F,VS1,0.591,0.59,6.418,52.63104000000001
1.08,Ideal,F,VS2,0.61,0.57,8.959,179.268488
0.33,Very Good,E,VS2,0.598,0.59,6.649,55.03950000000001
0.23,Very Good,F,VVS2,0.631,0.56,6.157,38.751372
0.31,Fair,G,VS1,0.6459999999999999,0.55,6.544,50.858862
1.17,Very Good,D,VS1,0.605,0.57,9.276,192.372922
0.3,Very Good,G,VVS1,0.613,0.56,6.538,50.638686
0.43,Ideal,H,SI1,0.623,0.56,6.574,70.890876
1.5,Very Good,F,VS2,0.613,0.61,9.564,242.76960000000005
0.91,Ideal,E,VS2,0.621,0.55,8.313,144.716116
1.83,Premium,G,I1,0.62,0.58,8.75,296.5872
0.8,Premium,G,SI2,0.614,0.56,7.804,131.020468
0.33,Ideal,F,VS2,0.612,0.54,6.501,54.992622
1.51,Ideal,I,VS2,0.606,0.56,9.153,251.207136
0.37,Ideal,D,VS2,0.616,0.56,6.775,60.354828
1.73,Premium,G,VVS2,0.626,0.55,9.819,287.102928
0.9,Good,H,SI2,0.6409999999999999,0.58,8.041,140.94927
0.3,Premium,E,VS2,0.624,0.59,6.489,48.90905999999999
1.01,Very Good,G,VS2,0.619,0.58,8.707,161.945784
0.37,Ideal,F,VS1,0.617,0.56,6.948,60.831255000000006
1.6,Premium,G,VVS1,0.615,0.58,9.753,262.513592
0.9,Very Good,G,SI2,0.603,0.63,8.154,149.941875
1.04,Ideal,I,SI1,0.617,0.57,8.377,170.62729199999998
0.35,Very Good,H,VS2,0.596,0.62,6.314,57.85071600000001
0.33,Ideal,D,VS2,0.625,0.55,6.661,54.359865000000006
0.4,Ideal,E,SI1,0.605,0.57,6.851,66.53672999999999
0.93,Very Good,E,SI1,0.631,0.57,8.419,148.94997
0.51,Ideal,E,SI1,0.615,0.54,7.212,84.99663000000001
0.74,Ideal,G,VVS2,0.607,0.56,8.251,124.19736
0.41,Ideal,G,VVS2,0.61,0.57,6.915,66.99647999999999
0.7,Ideal,F,SI1,0.611,0.56,7.89,116.783744
0.32,Premium,F,VS2,0.607,0.58,6.469,52.789905000000005
0.51,Ideal,F,VS1,0.602,0.56,7.476,86.16131999999999
1.09,Very Good,I,SI2,0.638,0.57,8.313,177.112
0.79,Ideal,E,SI1,0.619,0.55,8.088,129.049311
1.77,Ideal,J,VS1,0.622,0.56,9.319,289.499322
0.43,Ideal,E,VVS2,0.618,0.57,7.176,69.22986999999999
1.01,Very Good,F,VS2,0.625,0.56,8.713,165.27616000000003
1.39,Very Good,G,VS2,0.626,0.56,9.257,223.50427200000004
1.02,Very Good,E,SI1,0.605,0.63,8.479,166.974048
0.33,Very Good,H,SI1,0.63,0.56,6.138,54.188316
0.41,Premium,G,SI1,0.591,0.58,6.828,67.647048
0.9,Very Good,H,VVS1,0.621,0.59,8.448,146.658432
1.31,Premium,D,VVS1,0.628,0.55,9.77,213.39141
0.52,Ideal,G,IF,0.617,0.56,7.778,85.26391500000001
0.52,Ideal,D,VS2,0.619,0.55,7.497,87.06847800000001
0.34,Ideal,G,VVS1,0.605,0.55,6.738,56.8062
0.51,Very Good,I,SI1,0.631,0.56,6.958,83.74704799999999
0.53,Ideal,H,VVS1,0.622,0.56,7.482,86.39904000000001
1.02,Ideal,J,VVS2,0.621,0.57,8.278,166.1512
1.2,Good,H,SI2,0.622,0.62,8.533,188.75835
1.07,Ideal,G,IF,0.615,0.57,9.144,174.11834399999998
0.7,Premium,J,VS2,0.612,0.6,7.57,114.3135
0.38,Ideal,G,VS1,0.608,0.56,6.725,62.55351
0.33,Premium,I,VS2,0.611,0.59,6.387,52.747200000000014
0.5,Very Good,E,SI2,0.628,0.55,6.982,81.57972000000001
0.54,Premium,D,SI1,0.623,0.6,7.375,87.60830399999999
0.35,Ideal,H,IF,0.619,0.55,6.825,57.33112
0.6,Ideal,G,VS2,0.621,0.56,7.493,99.17910000000002
1.13,Ideal,H,SI1,0.619,0.6,8.685,181.207845
0.34,Ideal,F,VS2,0.621,0.56,6.531,55.099455
1.5,Very Good,F,VVS2,0.638,0.59,9.688,239.1195
0.97,Premium,F,SI2,0.619,0.58,8.31,157.06851999999998
0.3,Ideal,D,VS2,0.625,0.55,6.565,49.85376999999999
0.7,Very Good,E,VS2,0.618,0.59,7.99,111.408129
0.31,Good,H,VVS1,0.633,0.58,6.561,50.29171200000001
0.62,Premium,G,VS2,0.611,0.59,7.518,103.36039999999998
0.35,Ideal,E,VVS1,0.607,0.55,6.937,58.31327999999999
0.31,Very Good,E,VVS2,0.588,0.59,6.557,51.99914
0.35,Ideal,G,VVS1,0.617,0.56,6.788,58.30131800000001
0.3,Premium,D,VS2,0.623,0.58,6.565,49.66790400000001
1.01,Premium,H,SI1,0.624,0.58,8.415,161.99993
0.27,Ideal,E,VVS2,0.62,0.55,6.683,43.665408
0.32,Ideal,F,VVS2,0.621,0.54,6.605,53.9682
1.33,Premium,G,SI2,0.603,0.58,8.79,222.910132
0.33,Ideal,G,SI2,0.617,0.55,6.138,55.147008
0.53,Ideal,E,SI1,0.621,0.53,7.25,88.11504000000001
1.25,Premium,I,VS2,0.61,0.59,8.713,203.430006
0.32,Premium,F,VVS1,0.607,0.58,7.119,52.23856000000001
0.51,Premium,G,VS1,0.611,0.58,7.412,83.70432
0.58,Ideal,E,VS2,0.623,0.54,7.501,98.632149
0.9,Premium,I,SI1,0.63,0.6,8.125,138.39296000000002
0.31,Ideal,H,SI1,0.615,0.565,6.125,50.522808
1.12,Very Good,H,SI2,0.629,0.58,8.411,179.51453999999998
0.27,Very Good,E,VVS1,0.624,0.55,6.382,46.215752
0.4,Premium,F,SI2,0.596,0.58,6.762,67.18607999999998
0.52,Ideal,I,SI1,0.618,0.55,6.979,85.69728000000002
0.31,Ideal,E,SI1,0.601,0.57,6.399,50.339252
0.32,Very Good,F,VVS1,0.615,0.56,6.787,52.03440000000001
1.01,Ideal,E,SI2,0.612,0.54,8.448,168.412904
0.31,Ideal,F,VS2,0.619,0.54,6.687,51.4431
0.34,Premium,D,SI2,0.608,0.6,6.229,55.73077800000001
0.32,Good,F,SI1,0.638,0.59,6.385,51.083175
0.5,Very Good,E,VS1,0.626,0.57,7.47,80.58505600000001
0.33,Premium,G,VS1,0.62,0.59,6.75,52.417664
0.89,Ideal,E,SI2,0.618,0.56,8.262,145.04098500000003
1.01,Good,G,SI2,0.634,0.57,8.256,161.838768
0.91,Very Good,G,SI1,0.622,0.57,8.265,144.24472799999998
0.53,Very Good,G,SI1,0.61,0.55,7.106,88.972212
0.33,Ideal,I,IF,0.614,0.56,6.792,53.37864
0.71,Fair,E,VS2,0.6459999999999999,0.59,7.973,113.725196
1.03,Premium,H,SI2,0.607,0.59,8.313,167.39784000000003
0.73,Ideal,G,SI1,0.614,0.57,8.036,117.650484
0.8,Ideal,I,VS1,0.622,0.58,7.975,129.97656
0.3,Very Good,E,SI1,0.617,0.56,6.265,48.36031199999999
0.96,Premium,G,SI2,0.593,0.58,8.344,159.828581
0.3,Ideal,I,VS1,0.625,0.54,6.125,50.3874
0.48,Very Good,F,VVS1,0.623,0.55,7.557,79.34862999999999
0.72,Ideal,G,VS2,0.617,0.57,7.776,119.47361999999995
0.44,Ideal,H,SI1,0.619,0.57,6.847,73.28832
1.12,Ideal,D,SI1,0.605,0.56,8.875,187.17885
0.3,Ideal,I,VVS1,0.623,0.55,6.314,49.024404
1.11,Premium,G,SI2,0.625,0.57,8.244,172.749522
0.71,Ideal,E,VS2,0.616,0.56,7.969,117.040896
2.0,Good,J,I1,0.636,0.62,8.783,312.07332
0.9,Ideal,F,SI1,0.625,0.57,8.417,144.76608
0.31,Very Good,E,SI1,0.634,0.55,6.548,51.253344000000006
0.57,Ideal,F,SI1,0.616,0.56,7.169,93.991352
0.81,Very Good,J,SI1,0.631,0.59,7.817,129.272976
0.3,Very Good,F,VVS1,0.611,0.57,6.702,49.268472
0.53,Ideal,E,VS2,0.61,0.57,7.454,88.03136
0.4,Ideal,E,SI1,0.624,0.54,6.542,65.99976000000001
0.34,Very Good,E,VS2,0.626,0.58,6.613,54.80353
1.01,Good,D,VS2,0.645,0.58,8.772,160.62862199999998
1.61,Premium,H,VS1,0.625,0.58,9.413,265.41934000000003
0.32,Ideal,F,VVS1,0.611,0.56,6.967,53.30299
0.36,Ideal,H,VVS2,0.614,0.55,6.535,59.28204
1.0,Premium,E,VS2,0.613,0.58,8.877,160.311536
1.21,Premium,I,SI1,0.621,0.56,8.598,198.8116
0.91,Good,H,VS2,0.627,0.62,8.289,146.460366
0.76,Premium,F,SI1,0.627,0.58,7.875,122.658536
1.53,Very Good,G,SI2,0.621,0.61,9.043,240.74232
0.73,Premium,E,VS2,0.62,0.6,7.973,117.49708800000002
1.0,Very Good,F,SI1,0.594,0.6,8.509,162.83178399999997
1.11,Premium,H,SI1,0.615,0.59,8.578,182.12856
1.02,Premium,F,VS1,0.619,0.58,8.921,168.11925000000002
1.02,Premium,G,SI2,0.623,0.58,8.267,163.5832
0.79,Very Good,E,SI1,0.632,0.56,7.935,128.83327200000002
0.31,Very Good,G,SI1,0.633,0.57,6.315,50.82987
0.56,Ideal,D,VS2,0.614,0.57,7.582,93.529856
1.11,Ideal,J,SI1,0.624,0.57,8.411,178.21782000000002
1.52,Ideal,H,VS2,0.624,0.58,9.33,246.40858
0.6,Good,F,VS2,0.588,0.607,7.57,99.56699999999998
1.56,Premium,E,SI2,0.624,0.6,9.201,251.41833600000004
0.78,Premium,G,VS2,0.608,0.58,7.938,130.59774000000002
1.06,Ideal,H,SI2,0.606,0.59,8.359,175.46957999999998
1.37,Ideal,G,VS1,0.622,0.55,9.299,223.125136
0.73,Ideal,F,SI2,0.615,0.55,7.721,121.25997
0.3,Ideal,E,VVS2,0.623,0.54,6.609,50.73732
0.38,Ideal,G,VVS1,0.616,0.57,7.039,63.56410500000001
0.52,Ideal,E,VS2,0.611,0.57,7.504,85.38712
0.59,Ideal,E,SI1,0.629,0.57,7.489,95.991168
0.3,Good,H,SI1,0.633,0.56,6.068,49.64259299999999
0.41,Ideal,D,VS1,0.626,0.55,6.927,67.51935
1.31,Ideal,H,VS1,0.625,0.56,9.08,213.51164500000004
0.31,Ideal,E,VVS1,0.595,0.6,6.619,52.04364
0.4,Very Good,F,IF,0.628,0.57,7.247,63.76266
0.41,Ideal,F,IF,0.611,0.58,7.391,68.81996000000001
1.05,Very Good,G,SI2,0.626,0.62,8.415,169.535025
0.41,Premium,G,VS2,0.618,0.58,6.967,66.61305
0.58,Premium,G,VVS2,0.615,0.6,7.588,94.166709
0.23,Very Good,D,VVS1,0.617,0.59,6.184,38.165992
0.4,Good,F,VS2,0.6409999999999999,0.56,6.583,65.70450000000001
1.29,Ideal,H,SI1,0.626,0.56,8.768,209.81268
0.55,Very Good,E,VS2,0.615,0.56,7.488,89.81280000000001
