weight,quality,color,clarity,table_percent,price,depth_percent
0.7,Ideal,G,VS1,0.57,2.053995520348361,0.627
0.4,Very Good,G,SI1,0.59,1.8800755502766229,0.627
1.04,Very Good,G,VVS1,0.6,2.1770218700187,0.582
0.7,Fair,I,VS2,0.55,2.028016659687648,0.644
1.51,Fair,E,SI1,0.7,2.2316260040535516,0.584
0.74,Fair,G,SI1,0.59,2.0320878452963655,0.648
1.02,Premium,F,SI1,0.59,2.138653401311682,0.584
0.3,Very Good,G,VVS1,0.56,1.9345602678597262,0.634
0.98,Ideal,I,SI2,0.54,2.111666688974573,0.626
0.73,Ideal,E,VS2,0.56,2.096790180014449,0.616
0.71,Premium,G,VS2,0.59,2.054251930606176,0.603
0.53,Ideal,J,SI1,0.55,1.9325353901068358,0.616
0.71,Ideal,E,SI1,0.55,2.0948226437181385,0.617
0.33,Premium,G,VS1,0.58,1.8719560112223317,0.613
1.41,Ideal,F,VVS1,0.57,2.273568143923553,0.61
0.32,Good,J,SI1,0.56,1.7790118964055524,0.632
0.5,Good,G,VVS2,0.56,2.013702299965746,0.641
1.18,Very Good,D,SI1,0.57,2.18233652039787,0.617
1.52,Premium,G,VS2,0.55,2.248023305001363,0.626
0.3,Very Good,E,VS2,0.59,1.8701084356390314,0.621
0.4,Very Good,D,VVS2,0.59,1.9434786238638981,0.583
0.32,Premium,E,SI1,0.6,1.8838827581038609,0.602
0.75,Fair,F,VS2,0.58,2.0645816787728117,0.654
0.7,Premium,H,VS2,0.6,2.0482088392487374,0.618
0.54,Very Good,F,SI1,0.56,1.9790685675330486,0.633
1.04,Very Good,I,SI1,0.57,2.1210632163706555,0.641
0.28,Ideal,H,VVS1,0.55,1.852070316332157,0.62
0.53,Ideal,F,VS1,0.56,2.022077224290265,0.618
1.0,Premium,J,SI1,0.62,2.1002240808623642,0.619
1.21,Premium,F,VS1,0.6,2.207284913139721,0.625
0.79,Premium,G,VS2,0.62,2.0732977069193463,0.593
0.71,Ideal,J,VVS2,0.58,2.0384893303484066,0.605
1.21,Ideal,E,VS2,0.53,2.2261359208306395,0.618
0.55,Ideal,D,VS2,0.57,2.0178320600481445,0.617
1.02,Premium,F,SI2,0.57,2.1314408367902162,0.625
0.41,Ideal,G,VS1,0.56,1.9170696601935016,0.608
1.54,Very Good,G,VS2,0.59,2.237299626295416,0.63
0.31,Ideal,H,VVS1,0.56,1.8811430303627406,0.622
0.26,Very Good,E,VVS2,0.59,1.8938646921652087,0.631
0.73,Premium,G,VS2,0.57,2.0612775710521647,0.603
1.1,Very Good,G,VS1,0.62,2.1800784185012487,0.603
0.41,Ideal,D,VS2,0.57,1.9154509415706047,0.612
1.04,Very Good,H,SI2,0.58,2.1009583851420857,0.624
0.38,Very Good,F,VS2,0.57,1.8905484395028425,0.597
0.47,Premium,H,VS1,0.58,1.9517502055369962,0.618
1.52,Premium,H,SI2,0.6,2.1731595455535877,0.605
0.35,Good,I,SI1,0.56,1.8573911426568845,0.636
2.01,Ideal,H,SI1,0.55,2.2838099376677117,0.621
0.9,Very Good,D,SI1,0.63,2.1154117854690666,0.624
0.7,Premium,F,VVS2,0.57,2.077314280663662,0.61
1.5,Premium,I,VS2,0.59,2.201659174404085,0.623
1.5,Good,F,SI1,0.58,2.228292488412191,0.634
1.41,Ideal,G,VS1,0.56,2.238259882437488,0.626
0.32,Ideal,D,VVS1,0.54,1.9211782499789523,0.621
1.0,Very Good,H,VS2,0.59,2.1431203183430187,0.597
0.55,Ideal,I,VS2,0.54,1.9605172300156728,0.613
0.36,Ideal,E,VS1,0.55,1.9061292790434687,0.618
0.51,Premium,E,SI2,0.6,1.9692080612801353,0.595
0.3,Ideal,F,IF,0.57,1.912796464270889,0.608
1.0,Ideal,G,VVS2,0.55,2.187174241482718,0.626
1.91,Ideal,J,SI1,0.56,2.2348414409075263,0.607
0.57,Ideal,G,VS2,0.57,1.9991800600770284,0.616
1.37,Very Good,G,SI2,0.57,2.174297072692515,0.628
0.33,Ideal,F,SI2,0.57,1.795585474061584,0.614
0.7,Premium,G,VS1,0.59,2.0578347879257772,0.62
1.5,Very Good,D,SI1,0.59,2.2414540929898146,0.61
1.22,Premium,D,VS2,0.6,2.208164517374554,0.596
0.7,Very Good,D,VS2,0.6,2.1049874486475746,0.606
0.89,Good,E,SI2,0.609,2.091493622703977,0.618
0.53,Very Good,F,SI2,0.57,1.950471160382876,0.625
0.71,Very Good,D,VS1,0.57,2.076437032659537,0.629
0.32,Ideal,E,IF,0.6,1.9332590315017544,0.606
0.75,Ideal,E,VS1,0.57,2.1012030334613487,0.625
0.91,Premium,F,SI1,0.56,2.121542717698471,0.621
1.01,Good,G,SI2,0.62,2.113963734051563,0.611
1.19,Ideal,F,VS1,0.57,2.225055890484808,0.606
0.3,Ideal,E,VS1,0.55,1.8950678807597503,0.605
0.5,Very Good,E,VS2,0.58,1.9970105677006766,0.634
1.2,Ideal,F,VS1,0.55,2.2163733961749803,0.62
1.02,Ideal,F,SI2,0.56,2.120343533000262,0.621
1.02,Very Good,F,VS1,0.58,2.189192405638955,0.628
1.13,Ideal,G,IF,0.57,2.2227840227904907,0.617
1.28,Premium,I,VS1,0.61,2.17384221710132,0.611
0.27,Ideal,F,VS1,0.57,1.849713862488611,0.617
1.51,Ideal,G,VS2,0.55,2.25265928422432,0.621
2.22,Premium,I,SI2,0.59,2.2646755199208255,0.629
0.31,Premium,H,VS2,0.54,1.8629942701565052,0.625
1.2,Fair,H,SI2,0.58,2.1260865495028796,0.648
0.31,Good,G,VS2,0.56,1.8791596595088884,0.636
0.37,Premium,F,VS2,0.58,1.926290362185661,0.61
1.16,Fair,H,SI2,0.57,2.1220219892149546,0.663
0.52,Very Good,G,VS2,0.56,1.977131922855266,0.63
1.0,Very Good,E,SI1,0.57,2.1475673707274363,0.617
1.1,Ideal,H,SI2,0.55,2.132745313702147,0.62
1.53,Premium,G,SI1,0.59,2.2289385528257473,0.584
0.3,Premium,F,VS2,0.58,1.895218177596285,0.628
0.91,Very Good,E,SI1,0.6,2.1238172143993888,0.621
0.37,Very Good,E,VS2,0.58,1.9018089743720128,0.63
1.15,Ideal,J,VS2,0.55,2.1449951724192746,0.607
1.35,Very Good,H,VS2,0.57,2.1893044065350793,0.623
1.1,Ideal,E,SI2,0.56,2.1480343331454477,0.616
0.31,Ideal,D,VS2,0.57,1.8869181224012845,0.616
0.33,Premium,D,SI1,0.6,1.8959693231284853,0.615
1.53,Premium,I,SI2,0.59,2.189192405638955,0.621
0.36,Premium,D,SI2,0.59,1.8771723470761852,0.612
1.05,Ideal,G,VS1,0.56,2.188968366207078,0.611
0.7,Fair,H,SI1,0.59,2.014502940520925,0.65
1.0,Good,E,SI2,0.61,2.123099511019299,0.615
1.9,Very Good,J,SI1,0.58,2.215173635983076,0.592
0.4,Ideal,I,VS2,0.57,1.8940151699324026,0.617
0.91,Very Good,G,SI1,0.59,2.108150468316289,0.634
1.0,Good,H,VS2,0.59,2.138771207755831,0.637
0.51,Ideal,D,VS2,0.57,2.0166348533870235,0.61
0.38,Premium,E,VS2,0.6,1.9479081517179864,0.592
0.32,Ideal,E,VS2,0.55,1.8800755502766229,0.621
0.8,Premium,E,SI1,0.6,2.083931446952688,0.629
1.22,Very Good,E,VS2,0.6,2.2147370024208506,0.595
0.32,Ideal,G,VS1,0.56,1.8670215370618484,0.616
0.3,Ideal,G,VVS2,0.54,1.9033008439609624,0.622
0.73,Very Good,F,SI1,0.6,2.070274653855019,0.617
0.5,Ideal,D,VS2,0.55,2.001344855943414,0.624
0.7,Very Good,F,VS1,0.57,2.068254196039259,0.605
0.51,Ideal,G,VVS1,0.57,2.0285429062462996,0.626
0.51,Ideal,D,VS2,0.56,2.0021554477197623,0.605
0.33,Ideal,E,SI1,0.55,1.888734928351441,0.625
0.4,Ideal,F,SI1,0.55,1.8802281172156632,0.616
1.07,Ideal,E,SI2,0.57,2.1326267951834894,0.624
1.01,Ideal,F,VS2,0.58,2.1872864686305826,0.609
0.72,Ideal,H,SI2,0.55,2.0353590291096473,0.614
0.31,Ideal,F,VS1,0.56,1.8785485993004458,0.607
0.77,Very Good,H,SI2,0.58,2.0364035519882675,0.636
0.51,Ideal,F,VS1,0.56,2.033790196260747,0.609
1.05,Fair,F,SI2,0.6,2.1032801311596776,0.66
0.65,Ideal,D,VVS1,0.57,2.1162555148025524,0.618
1.23,Ideal,H,SI2,0.57,2.153388786631919,0.639
0.72,Ideal,E,VVS2,0.55,2.1403014299365983,0.617
0.61,Good,G,I1,0.5720000000000001,1.9222027652533444,0.611
0.43,Premium,G,VS2,0.58,1.9480507135544243,0.612
0.35,Premium,H,SI2,0.58,1.801874802969148,0.62
1.54,Good,E,SI1,0.57,2.2466494606637424,0.638
0.33,Ideal,H,VS1,0.5329999999999999,1.8537948601475076,0.62
0.76,Ideal,E,SI1,0.54,2.074177712004737,0.627
1.04,Ideal,G,VS2,0.57,2.1771352422766297,0.616
0.72,Ideal,F,SI2,0.55,2.0421290067958564,0.62
1.5,Ideal,G,SI2,0.57,2.1948885175386716,0.615
0.31,Very Good,E,SI1,0.59,1.840390890639792,0.591
0.61,Ideal,D,SI1,0.55,2.0107611213749297,0.621
1.53,Premium,H,VS2,0.58,2.233342190251885,0.622
0.53,Ideal,H,IF,0.54,2.0228711901914416,0.62
1.01,Good,G,SI1,0.55,2.1071782966514356,0.643
0.53,Ideal,D,VS2,0.56,2.025381264829892,0.626
1.01,Good,E,VS1,0.58,2.1725902963778587,0.646
0.43,Ideal,H,SI1,0.56,1.9202992578332867,0.624
1.0,Good,G,VS1,0.62,2.1666508157532127,0.624
0.89,Good,H,SI2,0.59,2.0803161590904966,0.633
1.51,Premium,E,SI2,0.61,2.197668923044486,0.593
0.39,Premium,G,VS2,0.59,1.9339821496184477,0.623
0.27,Very Good,E,VS1,0.58,1.8169397677583532,0.602
0.92,Premium,E,SI2,0.59,2.1158940036821483,0.617
1.59,Ideal,J,VVS2,0.57,2.198889856655281,0.603
0.7,Fair,G,I1,0.62,1.9261446639264976,0.644
1.12,Very Good,F,VS2,0.58,2.179626185593598,0.62
0.79,Very Good,G,SI1,0.57,2.071283353978372,0.606
0.9,Fair,G,SI2,0.58,2.0844290831908747,0.647
0.34,Ideal,E,VS1,0.57,1.937301774518713,0.618
1.21,Ideal,I,SI2,0.56,2.139242294797872,0.607
0.56,Ideal,E,VS1,0.55,2.049368857423543,0.6
0.73,Premium,H,SI2,0.57,2.016102301117747,0.605
0.31,Premium,G,SI1,0.6,1.8141730640649552,0.618
1.0,Fair,I,I1,0.57,2.028016659687648,0.672
0.7,Ideal,G,SI1,0.56,2.0561729147404817,0.613
0.55,Ideal,E,VS2,0.57,2.0078112667285084,0.598
0.71,Fair,F,SI2,0.68,2.047950874588465,0.601
1.24,Premium,D,VS2,0.58,2.2194208517332767,0.593
0.51,Good,G,VS2,0.56,1.974497605907226,0.639
0.5,Very Good,D,IF,0.59,2.094945728215801,0.629
1.37,Premium,G,SI2,0.58,2.168138996441123,0.624
0.41,Ideal,I,VVS2,0.56,1.8906994170829585,0.616
1.71,Ideal,H,VS2,0.56,2.2563317084765835,0.621
0.42,Ideal,D,VS2,0.56,1.946766924775295,0.618
0.33,Ideal,D,VS2,0.54,1.8722636088870148,0.623
0.39,Ideal,E,VS1,0.544,1.9332590315017544,0.622
1.21,Ideal,H,SI2,0.56,2.155823711598642,0.626
1.01,Premium,F,VS2,0.59,2.173955950396865,0.616
1.0,Premium,H,VS2,0.58,2.138771207755831,0.597
0.72,Ideal,I,VS1,0.55,2.044461822783809,0.624
1.01,Fair,G,VS1,0.61,2.138889000323256,0.668
0.32,Very Good,F,VVS2,0.55,1.8832745780638283,0.62
0.34,Ideal,E,SI1,0.57,1.8547342683894434,0.607
1.01,Good,F,SI1,0.57,2.139713160021404,0.637
1.1,Ideal,F,VS2,0.56,2.1878474155236223,0.614
0.7,Premium,J,VS1,0.62,2.0251173429492364,0.596
0.52,Premium,E,VS2,0.58,2.0002630438027498,0.606
0.6,Ideal,F,VVS2,0.57,2.0474347455447495,0.618
0.24,Very Good,D,VVS2,0.58,1.83354100324301,0.588
0.3,Ideal,D,VS2,0.56,1.8817525077547597,0.62
1.5,Ideal,G,SI1,0.56,2.2226757097657437,0.617
1.01,Premium,H,VS1,0.57,2.1367666082991055,0.619
0.3,Ideal,E,VS2,0.56,1.8701084356390314,0.616
0.35,Ideal,E,IF,0.56,1.9648720869366998,0.614
0.72,Ideal,H,SI2,0.56,2.0515563381903004,0.613
1.02,Ideal,G,VS2,0.57,2.1596380836741127,0.626
2.0,Fair,I,SI1,0.6,2.254444717666111,0.659
0.9,Premium,G,I1,0.59,2.0126337810982213,0.612
2.01,Premium,J,SI1,0.6,2.218007116518748,0.617
2.14,Premium,F,SI2,0.61,2.2807483983848713,0.582
1.05,Ideal,G,VS2,0.57,2.1741833781895217,0.608
0.8,Ideal,F,VVS2,0.57,2.119623331312668,0.616
0.71,Ideal,E,VS2,0.56,2.081314786061516,0.623
0.34,Good,F,VS2,0.53,1.852854568587866,0.643
0.7,Very Good,H,SI2,0.55,2.020752545331156,0.638
0.56,Ideal,G,VS2,0.56,1.9967390499145936,0.621
0.31,Premium,H,SI1,0.58,1.8041819892266122,0.627
0.33,Ideal,F,VVS1,0.55,1.916187047603107,0.614
0.54,Premium,D,SI1,0.6,2.0078112667285084,0.623
1.52,Premium,I,SI1,0.62,2.2123321040164834,0.628
0.45,Premium,F,VS1,0.59,1.9620646735262635,0.621
1.01,Good,I,VS1,0.635,2.1433548674234886,0.591
0.56,Ideal,E,SI1,0.56,2.0064675417211633,0.623
0.31,Ideal,F,IF,0.55,1.9195661737157113,0.622
0.25,Very Good,G,VVS1,0.54,1.8100904259127784,0.637
1.01,Ideal,G,SI2,0.58,2.1250122432222947,0.605
0.74,Good,F,SI2,0.61,2.0401808277265334,0.593
0.92,Very Good,E,SI2,0.54,2.105352923464337,0.632
1.0,Very Good,H,SI1,0.54,2.1419467470312332,0.62
0.38,Premium,D,SI1,0.58,1.923810600138926,0.622
1.51,Premium,H,SI1,0.6,2.220506981958439,0.612
0.39,Ideal,F,VVS1,0.55,1.9494752152198096,0.617
0.52,Very Good,E,SI1,0.57,1.9790685675330486,0.627
0.85,Premium,I,I1,0.58,2.0139692513821736,0.596
0.51,Good,F,SI1,0.57,1.9569913819232716,0.64
1.14,Ideal,G,IF,0.57,2.223650104905903,0.611
1.09,Premium,H,VS2,0.56,2.1553603732375204,0.626
0.95,Premium,G,SI2,0.62,2.1051092884284137,0.606
0.23,Very Good,E,VS1,0.55,1.7865794091865128,0.627
1.02,Ideal,E,SI2,0.55,2.137828367379563,0.616
1.28,Premium,J,SI1,0.56,2.1487343681757856,0.619
1.51,Ideal,F,SI1,0.59,2.23355650658361,0.607
0.41,Premium,E,SI1,0.6,1.8911522131060898,0.602
1.07,Premium,G,SI1,0.55,2.144175356246404,0.63
0.56,Ideal,H,SI1,0.54,1.966692688237842,0.619
1.01,Ideal,F,SI1,0.56,2.152924318439639,0.62
0.24,Very Good,G,VVS2,0.56,1.8094356542409977,0.618
1.51,Good,I,VS1,0.57,2.1986679795742727,0.658
1.01,Very Good,D,VVS1,0.57,2.250870657307367,0.628
1.01,Good,F,SI2,0.61,2.1120297312729877,0.627
0.33,Ideal,F,SI1,0.56,1.8421356765531218,0.606
0.7,Ideal,I,VS2,0.56,2.0426478808508235,0.625
0.34,Very Good,F,IF,0.54,1.9325353901068358,0.611
0.42,Very Good,D,SI2,0.59,1.873339456220478,0.62
1.58,Very Good,I,VS1,0.57,2.221483491557004,0.616
0.7,Good,I,VS1,0.55,2.044979488124734,0.632
0.72,Premium,G,SI1,0.56,2.0474347455447495,0.613
0.41,Good,D,SI1,0.63,1.8917556223867307,0.565
0.5,Ideal,E,VS2,0.57,2.000533606574963,0.614
1.51,Premium,G,SI1,0.58,2.220506981958439,0.606
0.37,Ideal,I,VVS1,0.57,1.8937141917510485,0.605
1.07,Ideal,G,VVS2,0.54,2.201105924044192,0.624
0.51,Good,G,VVS1,0.58,2.019558832078459,0.632
0.9,Premium,I,VVS2,0.59,2.1070567087128094,0.609
0.32,Premium,I,SI1,0.59,1.8432444119165634,0.61
1.0,Premium,E,SI2,0.58,2.1295403729803004,0.627
1.21,Premium,H,VS1,0.6,2.1643569737106025,0.612
0.35,Ideal,G,VS1,0.55,1.8809906029559975,0.619
0.53,Good,D,VS1,0.56,2.0125001359259542,0.602
1.01,Ideal,E,SI2,0.56,2.140183803635222,0.619
1.01,Premium,H,SI1,0.57,2.1115456455803683,0.621
1.01,Very Good,D,SI2,0.59,2.1174596088673567,0.629
1.6,Ideal,F,SI1,0.55,2.243259626909231,0.621
1.0,Premium,G,VS1,0.59,2.174297072692515,0.624
0.84,Ideal,I,VS2,0.55,2.0983859576807737,0.617
0.74,Very Good,D,VS2,0.58,2.0985086043970615,0.598
0.7,Very Good,D,SI1,0.58,2.0686333429632326,0.634
0.4,Ideal,F,VVS2,0.57,1.9543033984133351,0.624
1.55,Good,J,VS1,0.56,2.1968911884349818,0.623
1.0,Ideal,E,SI2,0.52,2.1374745729304454,0.622
0.71,Very Good,I,SI2,0.57,2.019691537274062,0.637
0.41,Ideal,I,VVS2,0.57,1.9163342038096856,0.607
1.13,Ideal,D,VVS2,0.54,2.2466494606637424,0.624
0.4,Very Good,E,SI1,0.56,1.9142720437034468,0.633
0.42,Ideal,G,SI2,0.56,1.8756409532087572,0.615
0.31,Very Good,H,VS2,0.57,1.823258136287426,0.63
0.41,Ideal,D,SI1,0.56,1.9348492016958885,0.614
1.0,Fair,I,SI1,0.61,2.1131180680392196,0.564
1.18,Premium,G,VVS2,0.58,2.196112848483529,0.61
0.39,Premium,E,SI1,0.59,1.9105790045700375,0.591
1.01,Good,I,SI2,0.58,2.0938374219635683,0.641
0.53,Ideal,F,VS1,0.55,2.0151696516596957,0.623
0.8,Fair,E,SI1,0.63,2.075308010398229,0.563
1.01,Ideal,G,SI2,0.54,2.1312034762384253,0.616
2.01,Very Good,F,SI2,0.54,2.2763437817888184,0.62
0.39,Good,J,VS2,0.56,1.85081423200937,0.633
0.37,Ideal,G,IF,0.56,1.940466789389247,0.612
1.12,Premium,I,VS2,0.58,2.1247733516779195,0.625
2.03,Premium,I,SI1,0.58,2.264052143277262,0.599
0.5,Premium,G,VS1,0.6,2.000533606574963,0.597
1.51,Ideal,H,SI1,0.56,2.2184423248816176,0.613
0.71,Ideal,E,SI2,0.57,2.0518133745623617,0.612
0.71,Ideal,F,VS1,0.56,2.106083472626257,0.61
0.54,Ideal,E,SI1,0.57,2.0126337810982213,0.603
1.02,Good,G,VVS1,0.58,2.1958903543230828,0.636
0.54,Ideal,G,VVS2,0.56,2.022474286038583,0.61
0.43,Premium,G,VVS1,0.57,1.9659928491722567,0.613
0.7,Ideal,G,VVS2,0.56,2.0879056200919655,0.606
1.0,Good,H,VVS1,0.6,2.166765369851511,0.635
0.44,Premium,E,VS2,0.59,1.9331143451092572,0.623
0.3,Very Good,F,VS1,0.59,1.8701084356390314,0.619
0.31,Ideal,F,VS2,0.56,1.851285448542082,0.616
1.01,Good,D,IF,0.59,2.2639482093791274,0.634
0.51,Very Good,E,SI1,0.61,1.974497605907226,0.628
0.32,Ideal,E,SI1,0.55,1.8838827581038609,0.618
1.23,Ideal,F,SI2,0.57,2.1377104498038118,0.621
1.1,Very Good,F,VS2,0.59,2.1760009408845926,0.62
1.06,Very Good,G,VS1,0.56,2.1760009408845926,0.605
0.83,Very Good,G,SI2,0.57,2.0681277817795625,0.616
0.81,Fair,I,VS1,0.53,2.046272480288322,0.666
0.32,Ideal,G,VS2,0.55,1.8453002361560848,0.614
1.0,Ideal,D,SI1,0.55,2.1404190424036553,0.625
1.2,Very Good,J,VS2,0.57,2.1320339917990068,0.625
0.3,Premium,F,VVS2,0.59,1.9142720437034468,0.595
1.01,Premium,F,SI2,0.58,2.112392641819522,0.583
0.99,Ideal,H,SI1,0.56,2.148617729696619,0.61
0.3,Good,H,VS1,0.55,1.8349785883480316,0.639
1.01,Very Good,F,SI1,0.58,2.132745313702147,0.63
0.3,Ideal,F,IF,0.56,1.9150090177216212,0.618
1.5,Fair,E,SI2,0.68,2.1984460532529,0.599
0.74,Very Good,G,SI2,0.56,2.0452382203383377,0.63
1.17,Premium,H,SI1,0.59,2.133100785001583,0.626
0.4,Ideal,E,VVS2,0.56,1.9535948318138603,0.617
0.43,Premium,F,SI1,0.58,1.8878269379742887,0.617
0.55,Ideal,F,VS2,0.55,1.9967390499145936,0.627
0.42,Premium,E,SI1,0.6,1.912796464270889,0.612
1.14,Premium,I,SI1,0.6,2.1370026522043677,0.601
0.41,Ideal,J,VS1,0.56,1.8674851797561907,0.621
0.91,Ideal,G,SI2,0.56,2.10132533517984,0.618
0.76,Premium,E,SI1,0.59,2.0721651327090598,0.622
0.58,Ideal,G,SI2,0.54,1.9602356191999566,0.621
0.3,Very Good,G,VVS2,0.57,1.9136820731848596,0.632
0.31,Ideal,I,VS2,0.5379999999999999,1.808780453562358,0.622
0.41,Ideal,E,VS1,0.55,1.943621818537301,0.621
0.33,Ideal,F,VVS1,0.56,1.9357155026452442,0.619
0.49,Premium,D,VVS2,0.6,2.0241930674493576,0.588
1.12,Ideal,G,VS2,0.54,2.1839141632763672,0.622
0.3,Premium,D,VS2,0.6,1.8817525077547597,0.607
0.56,Ideal,D,SI1,0.55,2.004852684688763,0.619
0.7,Very Good,E,SI2,0.59,2.0210176215421187,0.634
2.0,Very Good,F,SI1,0.56,2.269131716734826,0.633
0.72,Ideal,E,SI1,0.57,2.0729203246895707,0.623
0.3,Premium,E,VS2,0.6,1.8701084356390314,0.622
2.19,Ideal,I,SI2,0.56,2.270991221402867,0.624
1.07,Premium,E,SI2,0.59,2.1407717968314417,0.613
0.54,Ideal,F,VS1,0.57,2.012366472890268,0.611
2.2,Ideal,I,SI1,0.55,2.2824844212870428,0.617
1.0,Good,E,SI1,0.55,2.133456129986074,0.639
0.75,Very Good,H,SI2,0.6,2.035097727827784,0.604
0.4,Ideal,D,SI1,0.56,1.894466467420318,0.621
1.2,Very Good,G,VS1,0.57,2.1778152060380958,0.632
0.3,Premium,E,VS2,0.59,1.8701084356390314,0.607
1.02,Very Good,J,SI2,0.6,2.1004689088719113,0.626
1.22,Premium,G,VS2,0.56,2.1966688674024963,0.611
0.7,Premium,F,VVS1,0.6,2.088401283051308,0.63
1.51,Very Good,H,SI1,0.59,2.2238665082826405,0.606
0.9,Very Good,F,SI1,0.56,2.118542055301751,0.631
0.51,Premium,G,VS2,0.57,1.9937474784694735,0.624
0.9,Very Good,H,VS2,0.59,2.1179408408304456,0.633
0.41,Premium,D,SI2,0.6,1.8988185415214627,0.599
0.54,Ideal,G,VVS2,0.57,2.014369544936121,0.626
0.52,Very Good,E,SI2,0.59,1.955719027188817,0.624
0.5,Good,D,SI1,0.57,1.9627672661217361,0.637
0.9,Premium,E,SI2,0.6,2.106083472626257,0.592
1.5,Ideal,F,VS2,0.564,2.2664396463576924,0.619
0.55,Ideal,D,VS2,0.56,2.011965376554922,0.61
0.3,Ideal,G,IF,0.57,1.9110228900548727,0.621
1.28,Premium,G,VS1,0.58,2.214846178686039,0.609
0.81,Premium,H,VS2,0.59,2.0714093699825717,0.58
1.02,Ideal,G,VVS2,0.57,2.2012165986057566,0.616
0.31,Ideal,G,SI1,0.55,1.8247105693677408,0.619
0.35,Ideal,G,IF,0.55,1.9328249095066579,0.615
0.51,Ideal,F,SI2,0.56,1.9513240388993935,0.61
1.05,Ideal,H,SI2,0.57,2.1002240808623642,0.62
0.28,Ideal,H,VS1,0.54,1.8188881366163077,0.622
0.31,Premium,H,VVS2,0.59,1.9001653430718415,0.614
1.1,Premium,G,VS2,0.62,2.175092572478769,0.612
0.5,Very Good,G,SI1,0.63,1.9552945489369535,0.608
0.42,Ideal,G,IF,0.53,1.968789271576241,0.62
0.51,Ideal,D,VS2,0.57,2.020222182019865,0.619
0.32,Premium,G,VS1,0.62,1.904939333938013,0.613
0.71,Ideal,G,VS2,0.57,2.0577070495338297,0.617
0.5,Ideal,J,VS2,0.54,1.9401794743463283,0.619
1.01,Very Good,G,SI2,0.58,2.1054747187266516,0.62
0.9,Good,G,SI2,0.59,2.0867894793423742,0.633
1.01,Very Good,D,VVS2,0.59,2.2141909422314505,0.636
0.77,Good,H,VVS1,0.57,2.0841802960270095,0.631
0.7,Very Good,D,SI1,0.56,2.0663563021311804,0.621
0.73,Ideal,E,VS2,0.55,2.0760608335203585,0.614
1.01,Very Good,G,VS1,0.63,2.1677957666454075,0.607
0.56,Premium,H,VS1,0.58,1.9971462989530058,0.601
1.21,Good,J,SI2,0.608,2.137828367379563,0.609
2.01,Premium,J,SI2,0.58,2.240390489400928,0.608
0.56,Ideal,H,IF,0.55,2.0380985781454535,0.613
0.52,Ideal,G,VVS1,0.57,2.0512992357335555,0.606
0.74,Premium,F,VS1,0.6,2.0766877534832147,0.625
0.3,Ideal,H,VVS2,0.57,1.8531680973566984,0.622
0.36,Ideal,E,VS1,0.57,1.9224952912171096,0.627
0.34,Good,I,VVS2,0.56,1.8547342683894434,0.631
0.37,Good,G,VS1,0.56,1.889339797566919,0.631
1.22,Premium,F,VS2,0.58,2.205523380150914,0.62
0.32,Ideal,D,VS2,0.55,1.928473292543877,0.62
0.32,Ideal,I,VS2,0.56,1.8493992486744695,0.613
0.82,Good,G,VS2,0.57,2.0717873227429764,0.64
0.32,Ideal,F,VS2,0.55,1.8670215370618484,0.617
0.73,Ideal,I,VVS2,0.55,2.0569402763333224,0.623
0.34,Ideal,F,VS2,0.56,1.8765600709205201,0.621
0.34,Premium,J,VS1,0.58,1.8489271422843963,0.617
0.41,Ideal,E,SI2,0.55,1.9132393667657646,0.598
1.2,Premium,G,VS1,0.59,2.196557688348516,0.627
1.55,Very Good,H,SI1,0.57,2.1818853077562608,0.633
0.3,Premium,D,VS2,0.61,1.919126065148496,0.629
0.3,Ideal,F,VS2,0.55,1.8570789353486976,0.619
1.54,Very Good,I,VS2,0.58,2.2045311525186575,0.622
0.33,Ideal,G,VVS1,0.5670000000000001,1.9009127831245776,0.609
1.24,Ideal,H,VVS1,0.55,2.2049722641270453,0.621
0.4,Good,E,SI1,0.57,1.871032650122563,0.642
0.41,Ideal,G,VVS2,0.56,1.9431921729882644,0.622
0.47,Good,G,VS2,0.603,1.9617834982116034,0.601
0.7,Ideal,G,VS2,0.57,2.090257834113685,0.615
0.31,Premium,E,VS2,0.59,1.9126487865035082,0.606
1.6,Ideal,F,VS2,0.555,2.2716102886946152,0.602
1.03,Ideal,E,VVS2,0.54,2.2196381721731195,0.618
0.51,Good,D,SI1,0.57,1.9825175603981098,0.633
0.29,Very Good,F,VVS2,0.58,1.8714944372469087,0.602
1.17,Ideal,F,VS1,0.56,2.2044208442068145,0.622
2.55,Premium,I,SI2,0.58,2.258842170046127,0.629
0.25,Very Good,D,VVS2,0.56,1.8415015611228691,0.628
0.53,Ideal,H,SI1,0.54,1.9592493563514302,0.622
0.9,Good,G,SI2,0.57,2.0826862718447248,0.636
0.76,Ideal,J,VS2,0.54,2.0299886579603057,0.618
1.0,Premium,J,SI1,0.59,2.1086361999591117,0.628
1.02,Very Good,G,VS1,0.58,2.174524422926528,0.624
0.91,Very Good,E,SI1,0.57,2.123936781566387,0.639
0.54,Ideal,E,SI2,0.57,1.9477655695547733,0.627
0.23,Very Good,F,VVS2,0.58,1.8362547091146062,0.62
0.56,Ideal,D,VS1,0.56,2.023135705468741,0.604
1.51,Premium,G,SI1,0.59,2.189752284719702,0.623
0.36,Ideal,G,VVS2,0.55,1.8986687848757318,0.615
0.35,Ideal,G,VVS1,0.545,1.9093943457612694,0.618
